,1N-Z,n,z,A,EL,O,mass_excess,mass_unc,binding_energy,bind_ener_unc,beta_mode,beta_ener,beta_unc,atomic_mass,atom_mass_unc,symbol,a,radius_val,radius_unc,radius_preliminary_val,radius_preliminary_unc,parity_encoder,isospin_asymmetry
184,12,24,12,36,Mg,x,20380.159,690.237,7.2444201999999995,19.1733,B-,14429.7751,706.2429,21879.0,741.0,,,,,,,Even-Even,
185,13,25,12,37,Mg,-n,28211.478,698.947,7.0551115,18.8905,B-,18401.9132,721.8139,30286.265,750.35,,,,,,,Even-Odd,
186,14,26,12,38,Mg,x,,,,,B-,,,,,,,,,,,Even-Even,
187,15,27,12,39,Mg,-n,,,,,B-,,,,,,,,,,,Even-Odd,
188,16,28,12,40,Mg,x,,,,,B-,,,,,,,,,,,Even-Even,
189,17,29,12,41,Mg,x,,,,,B-,,,,,,,,,,,Even-Odd,
190,-5,8,13,21,Al,x,,,,,B-,,,,,,,,,,,Even-Odd,
191,-4,9,13,22,Al,x,,,,,B-,,,,,,,,,,,Odd-Odd,
192,-3,10,13,23,Al,--,6748.071,0.345,7.3357275,0.015,B-,,,7244.351,0.37,,,,,,,Even-Odd,
193,-2,11,13,24,Al,,-48.812,0.228,7.6495806,0.0095,B-,-10793.9978,19.4734,999947.598,0.244,,,,,,,Odd-Odd,
194,-1,12,13,25,Al,,-8915.974,0.065,8.0211366,0.0026,B-,-12743.2956,10.0002,990428.308,0.069,,,,,,,Even-Odd,
195,0,13,13,26,Al,,-12210.139,0.066,8.1497653,0.0026,B-,-5069.1361,0.0849,986891.876,0.071,,,,,,,Odd-Odd,
196,1,14,13,27,Al,,-17196.864,0.047,8.3315533,0.0018,B-,-4812.3583,0.0964,981538.408,0.05,Al,27.0,3.061,0.0031,,,Even-Odd,0.03703703703703709
197,2,15,13,28,Al,-n,-16850.719,0.049,8.3098969,0.0018,B-,4642.0776,0.0486,981910.009,0.052,,,,,,,Odd-Odd,
198,3,16,13,29,Al,x,-18207.762,0.345,8.348464700000001,0.0119,B-,3687.3192,0.3447,980453.164,0.37,,,,,,,Even-Odd,
199,4,17,13,30,Al,,-15864.116,1.936,8.2611049,0.0645,B-,8568.8459,1.9357,982969.171,2.077,,,,,,,Odd-Odd,
200,5,18,13,31,Al,x,-14950.709,2.236,8.225518,0.0721,B-,7998.3286,2.236,983949.754,2.4,,,,,,,Even-Odd,
201,6,19,13,32,Al,x,-11099.368,7.173,8.1003449,0.2241,B-,12978.3208,7.1787,988084.338,7.7,,,,,,,Odd-Odd,
202,7,20,13,33,Al,x,-8497.382,6.986,8.0206172,0.2117,B-,12016.946,7.0211,990877.685,7.5,,,,,,,Even-Odd,
203,8,21,13,34,Al,x,-2997.619,2.105,7.860350599999999,0.0619,B-,16994.0653,2.2519,996781.924,2.259,,,,,,,Odd-Odd,
204,9,22,13,35,Al,x,-223.73,7.359,7.7871243,0.2103,B-,14167.7504,36.6047,999759.816,7.9,,,,,,,Even-Odd,
205,10,23,13,36,Al,x,5950.384,149.505,7.6235154000000005,4.1529,B-,18386.5096,165.851,6388.0,160.5,,,,,,,Odd-Odd,
206,11,24,13,37,Al,x,9809.564,180.244,7.5313159999999995,4.8715,B-,16381.0765,213.1678,10531.0,193.5,,,,,,,Even-Odd,
207,12,25,13,38,Al,x,,,,,B-,,,,,,,,,,,Odd-Odd,
208,13,26,13,39,Al,x,,,,,B-,,,,,,,,,,,Even-Odd,
209,14,27,13,40,Al,x,,,,,B-,,,,,,,,,,,Odd-Odd,
210,15,28,13,41,Al,x,,,,,B-,,,,,,,,,,,Even-Odd,
211,16,29,13,42,Al,x,,,,,B-,,,,,,,,,,,Odd-Odd,
212,17,30,13,43,Al,x,,,,,B-,,,,,,,,,,,Even-Odd,
213,-6,8,14,22,Si,x,,,,,B-,,,,,,,,,,,Even-Even,
214,-5,9,14,23,Si,x,,,,,B-,,,,,,,,,,,Even-Odd,
215,-4,10,14,24,Si,--,10745.186,19.472,7.1672329,0.8113,B-,,,11535.43,20.904,,,,,,,Even-Even,
216,-3,11,14,25,Si,+3n,3827.322,10.0,7.4801109,0.4,B-,,,4108.798,10.735,,,,,,,Even-Odd,
217,-2,12,14,26,Si,-,-7141.003,0.108,7.9247083,0.0041,B-,,,992333.818,0.115,,,,,,,Even-Even,
218,-1,13,14,27,Si,-,-12384.505,0.107,8.124342,0.004,B-,-11725.473,9.0013,986704.687,0.115,,,,,,,Even-Odd,
219,0,14,14,28,Si,,-21492.79711,0.00051,8.4477445,0.0002,B-,-14344.9407,1.1473,976926.53442,0.00055,Si,28.0,3.1224,0.0024,,,Even-Even,0.0
220,1,15,14,29,Si,,-21895.08154,0.00056,8.4486361,0.0002,B-,-4942.2325,0.3589,976494.66434,0.0006,Si,29.0,3.1176,0.0052,,,Even-Odd,0.03448275862068961
221,2,16,14,30,Si,-n,-24432.962,0.022,8.5206549,0.0008,B-,-4232.1065,0.0615,973770.137,0.023,Si,30.0,3.1336,0.004,,,Even-Even,0.06666666666666665
222,3,17,14,31,Si,-n,-22949.037,0.043,8.4582916,0.0014,B-,1491.5071,0.0434,975363.196,0.046,,,,,,,Even-Odd,
223,4,18,14,32,Si,x,-24077.689,0.298,8.481468999999999,0.0093,B-,227.1872,0.3008,974151.538,0.32,,,,,,,Even-Even,
224,5,19,14,33,Si,x,-20514.328,0.699,8.3610596,0.0212,B-,5823.0223,1.2947,977976.964,0.75,,,,,,,Even-Odd,
225,6,20,14,34,Si,x,-19991.684,0.801,8.3371659,0.0236,B-,4557.0175,1.1395,978538.045,0.86,,,,,,,Even-Even,
226,7,21,14,35,Si,2p-n,-14391.48,35.857,8.1695644,1.0245,B-,10466.3291,35.9049,984550.111,38.494,,,,,,,Even-Odd,
227,8,22,14,36,Si,x,-12436.125,71.797,8.1125199,1.9944,B-,7814.9194,72.9852,986649.271,77.077,,,,,,,Even-Even,
228,9,23,14,37,Si,x,-6571.512,113.809,7.9529033,3.0759,B-,12424.5003,119.9691,992945.191,122.179,,,,,,,Even-Odd,
229,10,24,14,38,Si,x,-4170.299,104.793,7.8928297,2.7577,B-,10451.2656,127.4736,995523.0,112.5,,,,,,,Even-Even,
230,11,25,14,39,Si,x,2320.352,135.532,7.7309792999999996,3.4752,B-,15094.9874,176.2324,2491.0,145.5,,,,,,,Even-Odd,
231,12,26,14,40,Si,x,5666.876,121.991,7.6558247,3.0498,B-,13806.0653,147.8912,6083.641,130.962,,,,,,,Even-Even,
232,13,27,14,41,Si,x,,,,,B-,,,,,,,,,,,Even-Odd,
233,14,28,14,42,Si,x,,,,,B-,,,,,,,,,,,Even-Even,
234,15,29,14,43,Si,x,,,,,B-,,,,,,,,,,,Even-Odd,
235,16,30,14,44,Si,x,,,,,B-,,,,,,,,,,,Even-Even,
236,17,31,14,45,Si,x,,,,,B-,,,,,,,,,,,Even-Odd,
237,-6,9,15,24,P,x,,,,,B-,,,,,,,,,,,Odd-Odd,
238,-5,10,15,25,P,x,,,,,B-,,,,,,,,,,,Even-Odd,
239,-4,11,15,26,P,x,,,,,B-,,,,,,,,,,,Odd-Odd,
240,-3,12,15,27,P,-p,-659.032,9.001,7.6610894,0.3334,B-,,,999292.499,9.662,,,,,,,Even-Odd,
241,-2,13,15,28,P,,-7147.856,1.147,7.9074842,0.041,B-,-11221.0593,160.0041,992326.46,1.231,,,,,,,Odd-Odd,
242,-1,14,15,29,P,,-16952.849,0.359,8.251236800000001,0.0124,B-,-13858.4257,13.0459,981800.368,0.385,,,,,,,Even-Odd,
243,0,15,15,30,P,-,-20200.856,0.065,8.3535064,0.0022,B-,-6141.6014,0.1956,978313.49,0.069,,,,,,,Odd-Odd,
244,1,16,15,31,P,,-24440.54442,0.00075,8.4811677,0.0002,B-,-5398.013,0.2292,973761.99768,0.0008,P,31.0,3.1889,0.0019,,,Even-Odd,0.032258064516129004
245,2,17,15,32,P,-n,-24304.876,0.04,8.464120300000001,0.0013,B-,1710.6608,0.04,973907.643,0.042,,,,,,,Odd-Odd,
246,3,18,15,33,P,+,-26337.35,1.09,8.5138073,0.033,B-,248.5079,1.09,971725.692,1.17,,,,,,,Even-Odd,
247,4,19,15,34,P,x,-24548.702,0.81,8.4481856,0.0238,B-,5382.9879,0.8116,973645.886,0.87,,,,,,,Odd-Odd,
248,5,20,15,35,P,+p,-24857.809,1.866,8.4462496,0.0533,B-,3988.4006,1.8667,973314.045,2.003,,,,,,,Even-Odd,
249,6,21,15,36,P,+,-20251.045,13.114,8.307869199999999,0.3643,B-,10413.0962,13.1124,978259.61,14.078,,,,,,,Odd-Odd,
250,7,22,15,37,P,p-2n,-18996.012,37.948,8.2675561,1.0256,B-,7900.4135,37.9474,979606.942,40.738,,,,,,,Even-Odd,
251,8,23,15,38,P,x,-14621.565,72.581,8.147274900000001,1.91,B-,12239.6512,72.934,984303.105,77.918,,,,,,,Odd-Odd,
252,9,24,15,39,P,x,-12774.636,112.645,8.0979701,2.8883,B-,10388.0361,123.243,986285.865,120.929,,,,,,,Even-Odd,
253,10,25,15,40,P,x,-8139.189,83.607,7.9814177,2.0902,B-,14698.6603,83.7017,991262.221,89.755,,,,,,,Odd-Odd,
254,11,26,15,41,P,x,-4979.767,120.163,7.9065513,2.9308,B-,14028.8125,120.2326,994654.0,129.0,,,,,,,Even-Odd,
255,12,27,15,42,P,x,1091.842,95.009,7.7659122,2.2621,B-,18729.5899,95.0504,1172.14,101.996,,,,,,,Odd-Odd,
256,13,28,15,43,P,x,,,,,B-,,,,,,,,,,,Even-Odd,
257,14,29,15,44,P,x,,,,,B-,,,,,,,,,,,Odd-Odd,
258,15,30,15,45,P,x,,,,,B-,,,,,,,,,,,Even-Odd,
259,16,31,15,46,P,x,,,,,B-,,,,,,,,,,,Odd-Odd,
260,17,32,15,47,P,x,,,,,B-,,,,,,,,,,,Even-Odd,
261,-6,10,16,26,S,x,,,,,B-,,,,,,,,,,,Even-Even,
262,-5,11,16,27,S,-,,,,,B-,,,,,,,,,,,Even-Odd,
263,-4,12,16,28,S,--,4073.203,160.0,7.4787911000000005,5.7143,B-,,,4372.762,171.767,,,,,,,Even-Even,
264,-3,13,16,29,S,x,-3094.423,13.041,7.7463826,0.4497,B-,,,996678.0,14.0,,,,,,,Even-Odd,
265,-2,14,16,30,S,-,-14059.254,0.206,8.1227081,0.0069,B-,-18733.802,23.8769,984906.77,0.221,,,,,,,Even-Even,
266,-1,15,16,31,S,,-19042.531,0.229,8.2818013,0.0074,B-,-12007.979,3.4541,979557.002,0.246,,,,,,,Even-Odd,
267,0,16,16,32,S,,-26015.53714,0.00131,8.4931301,0.0002,B-,-12680.8313,0.5617,972071.17354,0.00141,S,32.0,3.2611,0.0018,,,Even-Even,0.0
268,1,17,16,33,S,,-26585.8583,0.00134,8.4976304,0.0002,B-,-5582.5182,0.3908,971458.90862,0.00144,,,,,,,Even-Odd,
269,2,18,16,34,S,,-29931.689,0.045,8.5834986,0.0013,B-,-5491.6037,0.0378,967867.011,0.047,S,34.0,3.2847,0.0021,,,Even-Even,0.05882352941176472
270,3,19,16,35,S,,-28846.21,0.04,8.5378511,0.0012,B-,167.3218,0.0257,969032.321,0.043,,,,,,,Even-Odd,
271,4,20,16,36,S,,-30664.141,0.188,8.575389999999999,0.0052,B-,-1142.1329,0.1893,967080.692,0.201,S,36.0,3.2985,0.0024,,,Even-Even,0.11111111111111116
272,5,21,16,37,S,-n,-26896.426,0.198,8.459936299999999,0.0054,B-,4865.1258,0.1965,971125.5,0.212,,,,,,,Even-Odd,
273,6,22,16,38,S,+,-26861.216,7.172,8.4487829,0.1887,B-,2936.9,7.1714,971163.3,7.699,,,,,,,Even-Even,
274,7,23,16,39,S,2p-n,-23162.672,50.0,8.3442698,1.2821,B-,6637.5463,50.03,975133.85,53.677,,,,,,,Even-Odd,
275,8,24,16,40,S,,-22837.85,3.982,8.329325500000001,0.0996,B-,4719.9687,32.3118,975482.561,4.274,,,,,,,Even-Even,
276,9,25,16,41,S,x,-19008.58,4.099,8.2296358,0.1,B-,8298.6116,68.8456,979593.451,4.4,,,,,,,Even-Odd,
277,10,26,16,42,S,x,-17637.748,2.794,8.1932275,0.0665,B-,7194.0221,59.6811,981065.1,3.0,,,,,,,Even-Even,
278,11,27,16,43,S,x,-12195.461,4.97,8.0638276,0.1156,B-,11964.05,62.0579,986907.635,5.335,,,,,,,Even-Odd,
279,12,28,16,44,S,x,-9204.236,5.216,7.9960154,0.1186,B-,11274.7373,85.7253,990118.846,5.6,,,,,,,Even-Even,
280,13,29,16,45,S,x,,,,,B-,,,,,,,,,,,Even-Odd,
281,14,30,16,46,S,x,,,,,B-,,,,,,,,,,,Even-Even,
282,15,31,16,47,S,x,,,,,B-,,,,,,,,,,,Even-Odd,
283,16,32,16,48,S,x,,,,,B-,,,,,,,,,,,Even-Even,
284,17,33,16,49,S,-n,,,,,B-,,,,,,,,,,,Even-Odd,
285,-6,11,17,28,Cl,-p,,,,,B-,,,,,,,,,,,Odd-Odd,
286,-5,12,17,29,Cl,-p,,,,,B-,,,,,,,,,,,Even-Odd,
287,-4,13,17,30,Cl,-p,4674.548,23.876,7.4721698,0.7959,B-,,,5018.333,25.631,,,,,,,Odd-Odd,
288,-3,14,17,31,Cl,--,-7034.552,3.447,7.8692101,0.1112,B-,,,992448.097,3.7,,,,,,,Even-Odd,
289,-2,15,17,32,Cl,,-13334.706,0.562,8.0724058,0.0176,B-,-11134.3536,1.8568,985684.605,0.603,,,,,,,Odd-Odd,
290,-1,16,17,33,Cl,,-21003.34,0.391,8.3047557,0.0118,B-,-11619.0452,0.5596,977451.988,0.419,,,,,,,Even-Odd,
291,0,17,17,34,Cl,,-24440.086,0.049,8.3989706,0.0014,B-,-6061.793,0.0631,973762.49,0.052,,,,,,,Odd-Odd,
292,1,18,17,35,Cl,,-29013.532,0.035,8.520279,0.001,B-,-5966.2429,0.6794,968852.694,0.038,Cl,35.0,3.3654,0.0191,,,Even-Odd,0.02857142857142858
293,2,19,17,36,Cl,,-29522.008,0.036,8.521932199999998,0.001,B-,709.5343,0.0449,968306.822,0.038,,,,,,,Odd-Odd,
294,3,20,17,37,Cl,,-31761.552,0.052,8.5702816,0.0014,B-,-813.8729,0.2,965902.573,0.055,Cl,37.0,3.384,0.017,,,Even-Odd,0.08108108108108103
295,4,21,17,38,Cl,-n,-29798.116,0.098,8.5054817,0.0026,B-,4916.7109,0.2182,968010.408,0.105,,,,,,,Odd-Odd,
296,5,22,17,39,Cl,-nn,-29800.218,1.732,8.4944032,0.0444,B-,3441.9774,5.2915,968008.151,1.859,,,,,,,Even-Odd,
297,6,23,17,40,Cl,+,-27557.818,32.066,8.427766,0.8016,B-,7482.0816,32.0655,970415.466,34.423,,,,,,,Odd-Odd,
298,7,24,17,41,Cl,x,-27307.192,68.723,8.4129593,1.6762,B-,5760.318,68.7243,970684.525,73.777,,,,,,,Even-Odd,
299,8,25,17,42,Cl,x,-24831.77,59.616,8.3458864,1.4194,B-,9590.9082,59.8947,973342.0,64.0,,,,,,,Odd-Odd,
300,9,26,17,43,Cl,x,-24159.51,61.859,8.3238672,1.4386,B-,7850.3002,62.086,974063.7,66.407,,,,,,,Even-Odd,
301,10,27,17,44,Cl,x,-20478.973,85.566,8.234478800000002,1.9447,B-,12194.2869,85.5811,978014.918,91.859,,,,,,,Odd-Odd,
302,11,28,17,45,Cl,x,-18262.544,136.163,8.1815991,3.0259,B-,11508.2568,136.1643,980394.353,146.177,,,,,,,Even-Odd,
303,12,29,17,46,Cl,x,-13734.949,97.249,8.0807757,2.1141,B-,16036.3062,97.2766,985254.926,104.4,,,,,,,Odd-Odd,
304,13,30,17,47,Cl,x,,,,,B-,,,,,,,,,,,Even-Odd,
305,14,31,17,48,Cl,x,,,,,B-,,,,,,,,,,,Odd-Odd,
306,15,32,17,49,Cl,x,,,,,B-,,,,,,,,,,,Even-Odd,
307,16,33,17,50,Cl,x,,,,,B-,,,,,,,,,,,Odd-Odd,
308,17,34,17,51,Cl,x,,,,,B-,,,,,,,,,,,Even-Odd,
309,18,35,17,52,Cl,x,,,,,B-,,,,,,,,,,,Odd-Odd,
310,-7,11,18,29,Ar,-pp,,,,,B-,,,,,,,,,,,Even-Odd,
311,-6,12,18,30,Ar,-pp,,,,,B-,,,,,,,,,,,Even-Even,
312,-5,13,18,31,Ar,-,,,,,B-,,,,,,,,,,,Even-Odd,
313,-4,14,18,32,Ar,x,-2200.352,1.77,7.700008899999999,0.0553,B-,,,997637.824,1.9,Ar,32.0,3.3468,0.0062,,,Even-Even,-0.125
314,-3,15,18,33,Ar,x,-9384.295,0.401,7.9289559,0.0121,B-,,,989925.545,0.43,Ar,33.0,3.3438,0.0058,,,Even-Odd,-0.09090909090909083
315,-2,16,18,34,Ar,,-18378.293,0.078,8.1976724,0.0023,B-,,,980270.092,0.083,Ar,34.0,3.3654,0.004,,,Even-Even,-0.05882352941176472
316,-1,17,18,35,Ar,-,-23047.289,0.68,8.3274621,0.0194,B-,-11874.3955,0.8516,975257.719,0.73,Ar,35.0,3.3636,0.0042,,,Even-Odd,-0.02857142857142847
317,0,18,18,36,Ar,,-30231.542,0.027,8.5199096,0.0008,B-,-12814.3607,0.3259,967545.106,0.028,Ar,36.0,3.3905,0.0023,,,Even-Even,0.0
318,1,19,18,37,Ar,-,-30947.679,0.207,8.527140600000001,0.0056,B-,-6147.4775,0.227,966776.301,0.221,Ar,37.0,3.3908,0.0022,,,Even-Odd,0.027027027027026973
319,2,20,18,38,Ar,,-34714.827,0.195,8.6142807,0.0051,B-,-5914.0671,0.0448,962732.102,0.209,Ar,38.0,3.4028,0.0019,,,Even-Even,0.052631578947368474
320,3,21,18,39,Ar,+,-33242.195,5.0,8.5625988,0.1282,B-,565.0,5.0,964313.037,5.367,Ar,39.0,3.4093,0.0031,,,Even-Odd,0.07692307692307687
321,4,22,18,40,Ar,,-35039.89997,0.00218,8.595259400000002,0.0002,B-,-1504.4031,0.0559,962383.12204,0.00234,Ar,40.0,3.4274,0.0026,,,Even-Even,0.09999999999999998
322,5,23,18,41,Ar,-n,-33067.51,0.347,8.534373299999999,0.0085,B-,2492.0392,0.3473,964500.57,0.372,Ar,41.0,3.4251,0.003,,,Even-Odd,0.12195121951219512
323,6,24,18,42,Ar,x,-34422.678,5.775,8.555614100000001,0.1375,B-,599.3527,5.7763,963045.737,6.2,Ar,42.0,3.4414,0.0041,,,Even-Even,0.1428571428571429
324,7,25,18,43,Ar,x,-32009.811,5.31,8.4882382,0.1235,B-,4565.5836,5.3254,965636.056,5.7,Ar,43.0,3.4354,0.0039,,,Even-Odd,0.16279069767441856
325,8,26,18,44,Ar,x,-32673.26,1.584,8.4938411,0.036,B-,3108.2375,1.6381,964923.814,1.7,Ar,44.0,3.4454,0.0046,,,Even-Even,0.18181818181818177
326,9,27,18,45,Ar,x,-29770.801,0.512,8.4199526,0.0114,B-,6844.8422,0.7311,968039.731,0.55,,,,,,,Even-Odd,
327,10,28,18,46,Ar,x,-29771.255,2.329,8.4123835,0.0506,B-,5642.6746,2.4394,968039.244,2.5,Ar,46.0,3.4377,0.0044,,,Even-Even,0.21739130434782605
328,11,29,18,47,Ar,x,-25367.274,1.211,8.311425,0.0258,B-,10344.7078,1.849,972767.112,1.3,,,,,,,Even-Odd,
329,12,30,18,48,Ar,x,-22354.927,16.767,8.2436656,0.3493,B-,9929.555,16.7847,976001.0,18.0,,,,,,,Even-Even,
330,13,31,18,49,Ar,x,,,,,B-,,,,,,,,,,,Even-Odd,
331,14,32,18,50,Ar,x,,,,,B-,,,,,,,,,,,Even-Even,
332,15,33,18,51,Ar,x,,,,,B-,,,,,,,,,,,Even-Odd,
333,16,34,18,52,Ar,x,,,,,B-,,,,,,,,,,,Even-Even,
334,17,35,18,53,Ar,x,,,,,B-,,,,,,,,,,,Even-Odd,
335,18,36,18,54,Ar,x,,,,,B-,,,,,,,,,,,Even-Even,
336,-7,12,19,31,K,x,,,,,B-,,,,,,,,,,,Even-Odd,
337,-6,13,19,32,K,x,,,,,B-,,,,,,,,,,,Odd-Odd,
338,-5,14,19,33,K,x,,,,,B-,,,,,,,,,,,Even-Odd,
339,-4,15,19,34,K,x,,,,,B-,,,,,,,,,,,Odd-Odd,
340,-3,16,19,35,K,4n,-11172.893,0.512,7.9658409,0.0146,B-,,,988005.406,0.55,,,,,,,Even-Odd,
341,-2,17,19,36,K,,-17417.182,0.325,8.1422233,0.009,B-,-10966.0155,40.0013,981301.887,0.349,,,,,,,Odd-Odd,
342,-1,18,19,37,K,-p,-24800.201,0.094,8.339848,0.0025,B-,-11664.1314,0.6412,973375.89,0.1,K,37.0,,,3.4194,0.0292,Even-Odd,-0.027027027027026973
343,0,19,19,38,K,,-28800.76,0.195,8.4380593,0.0051,B-,-6742.2563,0.0626,969081.114,0.209,K,38.0,3.4264,0.0051,3.4236,0.0259,Odd-Odd,0.0
344,1,20,19,39,K,,-33807.19535,0.00456,8.5570258,0.0003,B-,-6524.4888,0.5962,963706.48482,0.00489,K,39.0,3.4349,0.0019,3.4361,0.0223,Even-Odd,0.02564102564102566
345,2,21,19,40,K,,-33535.497,0.056,8.538090700000001,0.0014,B-,1310.9051,0.0596,963998.165,0.06,K,40.0,3.4381,0.0028,3.4324,0.0188,Odd-Odd,0.050000000000000044
346,3,22,19,41,K,,-35559.5488,0.00376,8.5760731,0.0003,B-,-421.6406,0.1377,961825.25611,0.00403,K,41.0,3.4518,0.0055,3.4489,0.0157,Even-Odd,0.07317073170731703
347,4,23,19,42,K,-n,-35022.031,0.106,8.5512571,0.0025,B-,3525.2626,0.1825,962402.305,0.113,K,42.0,3.4517,0.007,3.4469,0.0129,Odd-Odd,0.09523809523809523
348,5,24,19,43,K,-4n,-36575.394,0.41,8.5762204,0.0095,B-,1833.4783,0.4687,960734.701,0.44,K,43.0,3.4556,0.0086,3.4497,0.01,Even-Odd,0.11627906976744184
349,6,25,19,44,K,x,-35781.498,0.419,8.546702300000002,0.0095,B-,5687.2319,0.5303,961586.984,0.45,K,44.0,3.4563,0.0101,3.4472,0.0074,Odd-Odd,0.13636363636363635
350,7,26,19,45,K,x,-36615.643,0.522,8.5546747,0.0116,B-,4196.5868,0.6369,960691.491,0.56,K,45.0,3.4605,0.0118,3.4531,0.0048,Even-Odd,0.15555555555555556
351,8,27,19,46,K,x,-35413.929,0.727,8.5180428,0.0158,B-,7725.6802,2.349,961981.584,0.78,K,46.0,3.4558,0.0126,3.4417,0.0023,Odd-Odd,0.17391304347826086
352,9,28,19,47,K,x,-35711.982,1.397,8.5148795,0.0297,B-,6632.6837,2.6237,961661.612,1.5,K,47.0,3.4534,0.0138,3.4419,0.0,Even-Odd,0.19148936170212771
353,10,29,19,48,K,x,-32284.482,0.773,8.4342324,0.0161,B-,11940.3857,0.7734,965341.184,0.83,K,48.0,,,3.4689,0.0023,Odd-Odd,0.20833333333333337
354,11,30,19,49,K,x,-29611.496,0.801,8.3722753,0.0164,B-,11688.5069,0.8205,968210.753,0.86,K,49.0,,,3.4913,0.0046,Even-Odd,0.22448979591836737
355,12,31,19,50,K,x,-25727.853,7.731,8.2885833,0.1546,B-,13861.3774,7.8919,972380.015,8.3,K,50.0,,,3.5046,0.0067,Odd-Odd,0.24
356,13,32,19,51,K,x,-22515.457,13.041,8.221335,0.2557,B-,13816.8529,13.0517,975828.664,14.0,K,51.0,,,3.5196,0.0087,Even-Odd,0.2549019607843137
357,14,33,19,52,K,x,-17137.628,33.534,8.1150303,0.6449,B-,17128.6431,33.5405,981602.0,36.0,,,,,,,Odd-Odd,
358,15,34,19,53,K,x,-12295.722,111.779,8.0228488,2.109,B-,17091.9853,120.0471,986800.0,120.0,,,,,,,Even-Odd,
359,16,35,19,54,K,x,,,,,B-,,,,,,,,,,,Odd-Odd,
360,17,36,19,55,K,x,,,,,B-,,,,,,,,,,,Even-Odd,
361,18,37,19,56,K,x,,,,,B-,,,,,,,,,,,Odd-Odd,
362,19,38,19,57,K,x,,,,,B-,,,,,,,,,,,Even-Odd,
363,20,39,19,58,K,x,,,,,B-,,,,,,,,,,,Odd-Odd,
364,21,40,19,59,K,x,,,,,B-,,,,,,,,,,,Even-Odd,
365,-7,13,20,33,Ca,x,,,,,B-,,,,,,,,,,,Even-Odd,
366,-6,14,20,34,Ca,x,,,,,B-,,,,,,,,,,,Even-Even,
367,-5,15,20,35,Ca,x,,,,,B-,,,,,,,,,,,Even-Odd,
368,-4,16,20,36,Ca,4n,-6451.166,40.0,7.8158799,1.1111,B-,,,993074.388,42.941,,,,,,,Even-Even,
369,-3,17,20,37,Ca,x,-13136.07,0.634,8.0034567,0.0171,B-,,,985897.849,0.68,,,,,,,Even-Odd,
370,-2,18,20,38,Ca,,-22058.503,0.194,8.240043400000001,0.0051,B-,,,976319.223,0.208,,,,,,,Even-Even,
371,-1,19,20,39,Ca,,-27282.707,0.596,8.3696711,0.0153,B-,-13109.9804,24.0074,970710.811,0.64,Ca,39.0,3.4595,0.0025,,,Even-Odd,-0.02564102564102555
372,0,20,20,40,Ca,,-34846.402,0.02,8.5513046,0.0006,B-,-14323.0493,2.8281,962590.85,0.022,Ca,40.0,3.4776,0.0019,,,Even-Even,0.0
373,1,21,20,41,Ca,,-35137.908,0.138,8.5467075,0.0034,B-,-6495.5482,0.1553,962277.905,0.147,Ca,41.0,3.478,0.0019,,,Even-Odd,0.024390243902439046
374,2,22,20,42,Ca,,-38547.293,0.148,8.6165646,0.0035,B-,-6426.2904,0.0485,958617.78,0.159,Ca,42.0,3.5081,0.0021,,,Even-Even,0.04761904761904767
375,3,23,20,43,Ca,,-38408.873,0.227,8.600665300000001,0.0053,B-,-2220.7227,1.865,958766.381,0.244,Ca,43.0,3.4954,0.0019,,,Even-Odd,0.06976744186046513
376,4,24,20,44,Ca,,-41468.73,0.325,8.6581769,0.0074,B-,-3652.6948,1.7565,955481.489,0.348,Ca,44.0,3.5179,0.0021,,,Even-Even,0.09090909090909094
377,5,25,20,45,Ca,,-40812.23,0.365,8.6305467,0.0081,B-,260.091,0.7377,956186.27,0.392,Ca,45.0,3.4944,0.0021,,,Even-Odd,0.11111111111111116
378,6,26,20,46,Ca,,-43139.61,2.234,8.6689848,0.0486,B-,-1377.9665,2.3305,953687.726,2.398,Ca,46.0,3.4953,0.002,,,Even-Even,0.13043478260869568
379,7,27,20,47,Ca,,-42344.665,2.221,8.6393548,0.0473,B-,1992.177,1.1849,954541.134,2.384,Ca,47.0,3.4783,0.0024,,,Even-Odd,0.14893617021276595
380,8,28,20,48,Ca,,-44224.868,0.018,8.6666916,0.0004,B-,279.2155,4.9499,952522.654,0.018,Ca,48.0,3.4771,0.002,,,Even-Even,0.16666666666666663
381,9,29,20,49,Ca,-n,-41300.003,0.178,8.594850000000001,0.0036,B-,5262.4445,2.2745,955662.625,0.19,,,,,,,Even-Odd,
382,10,30,20,50,Ca,x,-39589.23,1.584,8.5501639,0.0317,B-,4947.8903,2.9723,957499.215,1.7,Ca,50.0,3.5168,0.0064,,,Even-Even,0.19999999999999996
383,11,31,20,51,Ca,x,-36332.31,0.522,8.4769135,0.0102,B-,6918.0432,2.5686,960995.663,0.56,,,,,,,Even-Odd,
384,12,32,20,52,Ca,x,-34266.272,0.671,8.429382100000002,0.0129,B-,6257.2889,3.1463,963213.646,0.72,,,,,,,Even-Even,
385,13,33,20,53,Ca,x,-29387.707,43.78,8.330577799999999,0.826,B-,9381.8471,47.2223,968451.0,47.0,,,,,,,Even-Odd,
386,14,34,20,54,Ca,x,-25160.587,48.438,8.2474967,0.897,B-,9277.3463,50.4129,972989.0,52.0,,,,,,,Even-Even,
387,15,35,20,55,Ca,x,-18650.375,160.217,8.125926,2.913,B-,12191.7329,171.9435,979978.0,172.0,,,,,,,Even-Odd,
